Date,Open,High,Low,Close,Volume,Name
2014-03-21,188.5,188.7,186.4,186.67,12535281,IBM
2014-03-24,187.43,189.44,187.37,188.25,5738492,IBM
2014-03-25,188.76,195.4,188.7,195.04,10912699,IBM
2014-03-26,194.98,195.63,191.96,192.62,6851772,IBM
2014-03-27,191.91,192.67,189.32,189.83,6767653,IBM
2014-03-28,189.94,192.62,189.11,190.45,5194443,IBM
2014-03-31,191.64,193.77,191.4,192.49,8537746,IBM
2014-04-01,193.12,195.13,192.78,194.5,5395346,IBM
2014-04-02,194.24,194.5,192.49,193.55,4924133,IBM
2014-04-03,193.2,193.38,192.35,192.69,4091060,IBM
2014-04-04,193.12,193.97,191.28,191.77,6090863,IBM
2014-04-07,191.72,195.31,191.57,194.52,6747080,IBM
2014-04-08,193.89,194.17,192.69,193.29,5125001,IBM
2014-04-09,193.88,197.0,193.6,196.64,5485124,IBM
2014-04-10,196.06,199.21,195.66,195.68,8425601,IBM
2014-04-11,195.04,197.0,194.27,195.19,4835214,IBM
2014-04-14,196.24,198.24,195.88,197.77,5433621,IBM
2014-04-15,195.98,197.41,195.42,197.02,5353177,IBM
2014-04-16,198.05,198.71,195.0,196.4,8527295,IBM
2014-04-17,187.25,190.7,187.01,190.01,11255493,IBM
2014-04-21,189.8,192.8,189.74,192.27,5425283,IBM
2014-04-22,192.01,193.0,191.2,192.15,3878619,IBM
2014-04-23,191.79,192.41,190.11,191.73,4736919,IBM
2014-04-24,192.22,192.22,190.03,190.22,4407352,IBM
2014-04-25,190.54,190.67,189.11,189.63,3871407,IBM
2014-04-28,191.14,193.99,190.58,193.14,5638334,IBM
2014-04-29,193.59,195.94,193.41,195.11,4626352,IBM
2014-04-30,194.38,196.86,194.35,196.47,4211284,IBM
2014-05-01,196.31,196.74,193.15,193.53,3675823,IBM
2014-05-02,193.75,193.84,191.25,191.44,3052953,IBM
2014-05-05,191.05,191.49,189.8,191.26,2222168,IBM
2014-05-06,190.93,190.95,189.25,190.03,3188706,IBM
2014-05-07,189.34,190.3,186.93,189.3,3821023,IBM
2014-05-08,189.16,190.57,188.23,188.91,2431945,IBM
2014-05-09,188.98,190.59,188.37,190.08,2261739,IBM
2014-05-12,191.12,193.02,190.94,192.57,3778611,IBM
2014-05-13,192.79,193.03,191.76,192.19,2226997,IBM
2014-05-14,191.91,191.99,188.17,188.72,5255970,IBM
2014-05-15,189.07,189.08,186.18,186.46,4202556,IBM
2014-05-16,186.27,187.41,185.93,187.06,3949644,IBM
2014-05-19,186.61,187.13,186.04,187.0,3270670,IBM
2014-05-20,186.25,186.7,184.7,184.89,3032896,IBM
2014-05-21,185.85,187.16,184.95,186.39,2988348,IBM
2014-05-22,186.45,186.45,185.03,185.68,2218149,IBM
2014-05-23,185.84,186.14,185.31,185.94,2563424,IBM
2014-05-27,184.8,185.65,183.93,184.78,4794501,IBM
2014-05-28,184.48,184.88,182.94,183.08,3724124,IBM
2014-05-29,183.64,183.78,182.33,183.76,2759978,IBM
2014-05-30,183.38,184.57,182.49,184.36,4620207,IBM
2014-06-02,184.76,186.28,184.67,185.69,3204034,IBM
2014-06-03,185.55,185.76,184.12,184.37,2517123,IBM
2014-06-04,184.71,185.45,184.2,184.51,2376981,IBM
2014-06-05,184.66,186.09,183.92,185.98,2861974,IBM
2014-06-06,186.47,187.65,185.9,186.37,3296900,IBM
2014-06-09,186.22,187.64,185.96,186.22,2728403,IBM
2014-06-10,186.2,186.22,183.82,184.29,4157062,IBM
2014-06-11,183.61,184.2,182.01,182.25,4065310,IBM
2014-06-12,182.48,182.55,180.91,181.22,4425491,IBM
2014-06-13,182.0,183.0,181.52,182.56,2778984,IBM
2014-06-16,182.4,182.71,181.24,182.35,3556218,IBM
2014-06-17,181.9,182.81,181.56,182.26,2460857,IBM
2014-06-18,182.04,183.61,181.79,183.6,3935653,IBM
2014-06-19,184.12,184.47,182.36,182.82,3551276,IBM
2014-06-20,182.59,182.67,181.4,181.55,10686834,IBM
2014-06-23,181.92,182.25,181.0,182.14,3231699,IBM
2014-06-24,181.5,183.0,180.65,180.88,3875453,IBM
2014-06-25,180.25,180.97,180.06,180.72,2763020,IBM
2014-06-26,180.87,181.37,179.27,180.37,3258470,IBM
2014-06-27,179.77,182.46,179.66,181.71,4575680,IBM
2014-06-30,181.33,181.93,180.26,181.27,4228836,IBM
2014-07-01,181.7,187.27,181.7,186.35,6644363,IBM
2014-07-02,186.34,188.99,186.17,188.39,5097199,IBM
2014-07-03,188.39,188.81,187.35,188.53,2422363,IBM
2014-07-07,187.61,188.27,187.44,188.04,2958947,IBM
2014-07-08,187.65,188.08,186.37,187.22,3135115,IBM
2014-07-09,187.68,188.9,186.89,188.42,3309559,IBM
2014-07-10,186.44,188.05,186.21,187.7,3177816,IBM
2014-07-11,187.73,188.35,186.7,188.0,2403840,IBM
2014-07-14,188.55,190.44,188.53,189.86,4502202,IBM
2014-07-15,189.54,190.08,188.21,188.49,4873452,IBM
2014-07-16,192.24,193.36,190.76,192.36,7815648,IBM
2014-07-17,192.36,195.95,192.0,192.49,8872269,IBM
2014-07-18,191.96,193.44,190.0,192.5,8169325,IBM
2014-07-21,191.3,191.7,189.25,190.85,4154740,IBM
2014-07-22,191.59,194.72,191.56,194.09,4853041,IBM
2014-07-23,194.11,194.9,193.57,193.63,3584465,IBM
2014-07-24,193.95,195.62,193.75,195.24,3612656,IBM
2014-07-25,195.3,195.9,193.79,194.4,3376455,IBM
2014-07-28,194.3,196.4,193.65,195.78,3242443,IBM
2014-07-29,195.3,195.89,194.54,194.57,3264409,IBM
2014-07-30,195.2,195.99,192.9,194.0,3945601,IBM
2014-07-31,192.84,194.29,191.54,191.67,4208005,IBM
2014-08-01,190.5,191.5,188.86,189.15,5181080,IBM
2014-08-04,189.35,189.95,188.6,189.64,2125935,IBM
2014-08-05,188.75,189.2,186.44,187.1,3307945,IBM
2014-08-06,185.36,186.88,184.44,185.97,3847046,IBM
2014-08-07,186.64,186.68,183.58,184.3,2708935,IBM
2014-08-08,184.4,186.67,183.58,186.63,2781936,IBM
2014-08-11,187.81,188.36,186.28,187.47,2527208,IBM
2014-08-12,187.45,188.69,186.81,187.34,1858635,IBM
2014-08-13,188.0,188.48,187.37,187.95,1797016,IBM
2014-08-14,187.57,188.17,186.93,187.88,1929581,IBM
2014-08-15,187.85,188.88,186.79,187.38,2815822,IBM
2014-08-18,188.1,189.81,187.76,189.36,2420398,IBM
2014-08-19,190.04,190.25,189.36,190.07,2040117,IBM
2014-08-20,189.86,190.39,189.25,190.1,2177702,IBM
2014-08-21,190.9,192.07,190.5,191.23,2497985,IBM
2014-08-22,190.77,191.88,190.29,190.41,1940434,IBM
2014-08-25,191.39,191.81,190.71,191.16,1726100,IBM
2014-08-26,191.02,193.53,191.02,192.99,3175399,IBM
2014-08-27,193.03,194.13,191.56,192.25,2190285,IBM
2014-08-28,191.47,192.3,190.66,192.0,1503582,IBM
2014-08-29,192.28,192.75,191.14,192.3,2911097,IBM
2014-09-02,192.68,192.97,190.93,191.56,2679659,IBM
2014-09-03,192.39,192.95,191.86,191.95,1824378,IBM
2014-09-04,191.69,192.69,190.06,190.68,2868754,IBM
2014-09-05,190.53,191.75,190.09,191.2,2261215,IBM
2014-09-08,190.75,191.2,189.51,190.14,2525626,IBM
2014-09-09,190.34,190.74,189.78,189.99,2403631,IBM
2014-09-10,190.12,192.15,190.1,191.54,2765324,IBM
2014-09-11,191.08,192.78,190.12,191.72,2299390,IBM
2014-09-12,191.47,191.6,190.57,191.28,2900967,IBM
2014-09-15,191.42,192.49,190.58,191.81,2457803,IBM
2014-09-16,191.25,193.57,190.82,192.96,2561528,IBM
2014-09-17,193.22,193.64,192.3,192.8,3214117,IBM
2014-09-18,192.79,194.13,192.71,193.75,2963446,IBM
2014-09-19,194.54,195.0,193.19,194.0,8854514,IBM
2014-09-22,193.72,194.14,192.63,193.11,3317962,IBM
2014-09-23,192.75,193.07,191.52,191.62,3301797,IBM
2014-09-24,191.0,192.45,189.88,192.31,3082594,IBM
2014-09-25,192.05,192.5,188.97,189.01,4158816,IBM
2014-09-26,188.93,190.33,188.61,190.06,2494024,IBM
2014-09-29,188.51,189.96,188.12,189.64,2344723,IBM
2014-09-30,189.64,190.85,189.15,189.83,2932556,IBM
2014-10-01,189.91,190.4,186.79,187.17,3723192,IBM
2014-10-02,187.66,187.78,186.24,186.91,2283619,IBM
2014-10-03,188.11,189.37,187.56,188.67,3071521,IBM
2014-10-06,189.69,190.89,188.71,189.04,2100191,IBM
2014-10-07,187.77,188.12,185.54,185.71,2994065,IBM
2014-10-08,185.97,189.6,185.61,189.36,2985329,IBM
2014-10-09,189.12,189.5,186.09,186.42,2625609,IBM
2014-10-10,185.86,187.74,185.1,185.93,5090345,IBM
2014-10-13,185.49,186.65,183.42,183.52,3599924,IBM
2014-10-14,184.89,185.72,183.59,183.8,3924974,IBM
2014-10-15,182.46,183.79,178.75,181.75,6897656,IBM
2014-10-16,179.8,181.48,178.69,179.84,5578683,IBM
2014-10-17,181.24,182.84,180.22,182.05,4354442,IBM
2014-10-20,166.84,170.33,166.69,169.1,23416511,IBM
2014-10-21,166.4,166.68,161.68,163.23,20953605,IBM
2014-10-22,162.41,165.41,161.1,161.79,11091424,IBM
2014-10-23,162.12,162.83,161.54,162.18,7600270,IBM
2014-10-24,162.1,162.44,161.45,162.08,6652379,IBM
2014-10-27,162.0,162.91,161.81,161.87,4989437,IBM
2014-10-28,162.0,163.6,161.8,163.6,7896863,IBM
2014-10-29,164.33,164.62,162.76,163.46,4741689,IBM
2014-10-30,163.5,164.62,163.02,164.35,3895979,IBM
2014-10-31,165.48,165.59,163.62,164.4,5818375,IBM
2014-11-03,164.25,164.54,163.38,164.36,4690274,IBM
2014-11-04,164.34,164.36,162.24,162.65,4247079,IBM
2014-11-05,163.13,163.54,161.56,161.82,4104747,IBM
2014-11-06,161.28,161.53,160.05,161.46,4067641,IBM
2014-11-07,161.42,162.21,160.85,162.07,3494803,IBM
2014-11-10,161.9,164.47,161.61,163.49,4958236,IBM
2014-11-11,163.7,163.9,162.6,163.3,3535694,IBM
2014-11-12,162.28,163.0,161.76,161.92,3378229,IBM
2014-11-13,162.0,162.8,161.8,162.79,3239726,IBM
2014-11-14,162.1,164.49,161.69,164.16,4978415,IBM
2014-11-17,164.16,164.97,163.72,164.16,4798933,IBM
2014-11-18,164.73,164.75,161.89,161.89,5412495,IBM
2014-11-19,162.05,162.1,160.96,161.43,3802631,IBM
2014-11-20,160.95,161.5,159.8,160.64,4183102,IBM
2014-11-21,161.83,161.95,160.75,160.92,4076875,IBM
2014-11-24,161.54,163.86,161.06,162.15,6619032,IBM
2014-11-25,162.65,163.5,161.56,161.76,4062378,IBM
2014-11-26,161.93,162.1,161.01,161.95,3967223,IBM
2014-11-28,162.75,163.37,161.44,162.17,2405512,IBM
2014-12-01,161.64,163.32,161.35,161.54,4168384,IBM
2014-12-02,162.47,162.73,161.64,162.67,3465747,IBM
2014-12-03,162.47,164.52,162.0,164.52,6434994,IBM
2014-12-04,164.01,164.5,163.01,164.05,3862916,IBM
2014-12-05,163.61,164.5,162.91,163.27,3013500,IBM
2014-12-08,163.29,163.29,161.54,161.86,2851383,IBM
2014-12-09,160.84,163.02,160.8,162.99,3865905,IBM
2014-12-10,163.01,163.33,160.03,160.51,4082384,IBM
2014-12-11,160.82,162.93,160.52,161.07,3989571,IBM
2014-12-12,160.25,160.5,155.33,155.38,8611748,IBM
2014-12-15,155.93,156.74,152.84,153.06,6500311,IBM
2014-12-16,152.03,154.89,150.5,151.41,6782593,IBM
2014-12-17,151.52,153.31,151.11,151.93,5139465,IBM
2014-12-18,153.58,157.68,153.3,157.68,7302356,IBM
2014-12-19,157.49,160.41,157.49,158.51,8864850,IBM
2014-12-22,158.33,161.91,158.33,161.44,4682509,IBM
2014-12-23,162.23,162.9,161.61,162.24,4044220,IBM
2014-12-24,162.88,162.99,161.61,161.82,1869977,IBM
2014-12-26,162.27,163.09,162.01,162.34,1912310,IBM
2014-12-29,162.0,162.34,159.45,160.51,3331833,IBM
2014-12-30,160.02,160.82,159.79,160.05,2829904,IBM
2014-12-31,160.41,161.5,160.38,160.44,4011909,IBM
2015-01-02,161.31,163.31,161.0,162.06,5525466,IBM
2015-01-05,161.27,161.27,159.19,159.51,4880389,IBM
2015-01-06,159.67,159.96,155.17,156.07,6146712,IBM
2015-01-07,157.2,157.2,154.03,155.05,4701839,IBM
2015-01-08,156.24,159.04,155.55,158.42,4241113,IBM
2015-01-09,158.42,160.34,157.25,159.11,4488347,IBM
2015-01-12,159.0,159.25,155.76,156.44,4187638,IBM
2015-01-13,157.26,159.97,155.68,156.81,4377510,IBM
2015-01-14,154.86,156.49,153.74,155.8,4690294,IBM
2015-01-15,156.69,156.97,154.16,154.57,4251723,IBM
2015-01-16,153.82,157.63,153.82,157.14,5756041,IBM
2015-01-20,156.7,157.33,154.03,156.95,8392773,IBM
2015-01-21,153.03,154.5,151.07,152.09,11897123,IBM
2015-01-22,151.94,155.72,151.76,155.39,6120113,IBM
2015-01-23,155.03,157.6,154.89,155.87,4834847,IBM
2015-01-26,158.26,159.46,155.77,156.36,7888143,IBM
2015-01-27,154.94,155.09,152.59,153.67,5659568,IBM
2015-01-28,154.0,154.53,151.55,151.55,4495933,IBM
2015-01-29,151.38,155.58,149.52,155.48,8320847,IBM
2015-01-30,153.91,155.24,153.04,153.31,6563570,IBM
2015-02-02,154.0,154.66,151.51,154.66,4712247,IBM
2015-02-03,154.75,158.6,154.75,158.47,5539406,IBM
2015-02-04,157.21,158.71,156.7,156.96,3678459,IBM
2015-02-05,157.29,158.59,157.15,157.91,5253637,IBM
2015-02-06,157.34,158.08,156.23,156.72,3256452,IBM
2015-02-09,156.0,157.5,155.4,155.75,3057726,IBM
2015-02-10,156.74,158.56,155.08,158.56,4440614,IBM
2015-02-11,157.76,159.09,157.17,158.2,3626658,IBM
2015-02-12,158.72,159.5,158.09,158.52,3333063,IBM
2015-02-13,158.78,160.8,158.64,160.4,3706919,IBM
2015-02-17,159.75,161.41,159.73,160.96,2894508,IBM
2015-02-18,161.86,162.47,160.64,162.19,4358385,IBM
2015-02-19,162.05,164.49,161.44,163.89,3504380,IBM
2015-02-20,163.64,164.34,162.09,163.65,3352982,IBM
2015-02-23,164.23,164.4,162.5,162.91,2714434,IBM
2015-02-24,162.49,164.99,161.51,164.83,4701626,IBM
2015-02-25,164.94,164.96,162.58,162.81,4004559,IBM
2015-02-26,163.74,164.14,159.77,160.87,7110772,IBM
2015-02-27,161.05,162.29,160.16,161.94,4410037,IBM
2015-03-02,161.68,161.89,159.81,160.48,5917862,IBM
2015-03-03,160.27,161.75,160.0,161.03,3234401,IBM
2015-03-04,160.54,160.56,158.72,159.42,3633635,IBM
2015-03-05,159.86,161.5,159.7,161.18,3791660,IBM
2015-03-06,160.19,161.44,158.06,158.5,4540174,IBM
2015-03-09,158.2,161.15,158.2,160.77,5193874,IBM
2015-03-10,159.6,160.23,157.81,157.81,4600968,IBM
2015-03-11,158.57,159.14,155.94,156.8,5709890,IBM
2015-03-12,156.27,158.72,156.27,157.98,4567346,IBM
2015-03-13,157.46,157.52,153.4,154.28,6064120,IBM
2015-03-16,155.05,157.09,154.8,157.08,3749638,IBM
2015-03-17,156.2,157.29,155.37,156.96,3311943,IBM
2015-03-18,156.85,160.7,155.8,159.81,5738827,IBM
2015-03-19,159.7,160.92,158.81,159.81,3878559,IBM
2015-03-20,160.95,163.0,160.35,162.88,9006417,IBM
2015-03-23,162.77,165.35,162.73,164.63,5930127,IBM
2015-03-24,164.79,164.89,162.9,163.0,4346145,IBM
2015-03-25,163.08,163.08,159.2,159.2,5428930,IBM
2015-03-26,159.27,161.25,158.91,160.59,4396024,IBM
2015-03-27,160.79,160.9,159.23,160.4,3477923,IBM
2015-03-30,161.31,163.6,161.25,162.67,4138018,IBM
2015-03-31,161.08,162.33,160.4,160.5,4255368,IBM
2015-04-01,160.23,160.62,158.39,159.18,3700791,IBM
2015-04-02,159.52,162.54,158.89,160.45,4671578,IBM
2015-04-06,159.69,162.8,158.7,162.04,3465682,IBM
2015-04-07,161.67,163.84,161.62,162.07,3147975,IBM
2015-04-08,161.72,163.55,161.01,161.85,2524323,IBM
2015-04-09,161.7,162.47,160.72,162.34,2263490,IBM
2015-04-10,162.34,163.33,161.25,162.86,2515703,IBM
2015-04-13,162.37,164.0,162.36,162.38,3868911,IBM
2015-04-14,162.42,162.74,160.79,162.3,2719287,IBM
2015-04-15,162.63,164.96,162.5,164.13,3498756,IBM
2015-04-16,163.31,163.98,162.54,163.13,3136947,IBM
2015-04-17,161.75,161.86,160.03,160.67,4314432,IBM
2015-04-20,162.1,166.64,161.9,166.16,9609204,IBM
2015-04-21,166.07,167.38,164.05,164.26,9683592,IBM
2015-04-22,164.39,166.0,162.89,165.36,4024789,IBM
2015-04-23,165.23,171.91,165.14,170.24,8235607,IBM
2015-04-24,170.23,170.85,168.74,169.78,3888439,IBM
2015-04-27,170.89,171.49,170.3,170.73,3168575,IBM
2015-04-28,170.83,174.69,170.02,173.92,5816654,IBM
2015-04-29,173.4,175.13,172.8,174.4,4518381,IBM
2015-04-30,173.77,174.28,170.3,171.29,5062913,IBM
2015-05-01,173.2,174.0,172.42,173.67,3312052,IBM
2015-05-04,174.47,176.3,173.7,173.97,4027978,IBM
2015-05-05,173.51,174.23,171.96,173.08,3593620,IBM
2015-05-06,172.9,174.05,168.86,170.05,3612606,IBM
2015-05-07,169.63,171.98,169.04,170.99,2472687,IBM
2015-05-08,172.94,173.33,172.24,172.68,3092602,IBM
2015-05-11,172.65,172.99,170.86,171.12,2661030,IBM
2015-05-12,170.55,171.49,168.84,170.55,2962412,IBM
2015-05-13,171.24,172.74,170.75,172.28,2457521,IBM
2015-05-14,173.5,174.4,173.22,174.05,2439070,IBM
2015-05-15,173.91,174.41,172.6,173.26,2916579,IBM
2015-05-18,173.44,173.49,172.3,173.06,1970630,IBM
2015-05-19,172.97,173.75,171.93,173.48,2523002,IBM
2015-05-20,173.33,174.44,172.46,173.76,2300693,IBM
2015-05-21,173.32,174.14,173.04,173.34,2295596,IBM
2015-05-22,173.04,173.39,172.19,172.22,2849692,IBM
2015-05-26,172.11,172.12,169.13,170.13,3854170,IBM
2015-05-27,171.16,172.48,170.49,172.0,2764378,IBM
2015-05-28,171.45,171.84,170.66,171.71,1731372,IBM
2015-05-29,171.35,171.35,169.65,169.65,4091981,IBM
2015-06-01,170.21,171.04,169.03,170.18,2985479,IBM
2015-06-02,169.66,170.45,168.43,169.65,2571862,IBM
2015-06-03,170.5,171.56,169.63,169.92,2131031,IBM
2015-06-04,169.53,170.6,167.93,168.38,3079334,IBM
2015-06-05,168.25,168.91,167.2,167.4,3100505,IBM
2015-06-08,167.17,167.28,165.02,165.34,3758726,IBM
2015-06-09,165.34,166.02,163.37,165.68,3395901,IBM
2015-06-10,166.49,169.39,166.06,168.92,4680545,IBM
2015-06-11,169.26,170.44,168.54,168.78,3464013,IBM
2015-06-12,168.23,168.3,166.69,166.99,3065085,IBM
2015-06-15,165.33,166.44,164.25,166.26,4245657,IBM
2015-06-16,166.33,167.4,165.91,166.84,3249842,IBM
2015-06-17,167.0,167.85,166.1,167.17,2862993,IBM
2015-06-18,167.05,168.72,167.05,168.25,3330864,IBM
2015-06-19,167.62,168.42,166.77,166.99,7073984,IBM
2015-06-22,167.65,168.34,167.2,167.73,2335796,IBM
2015-06-23,168.38,169.97,167.57,168.62,3701637,IBM
2015-06-24,168.71,168.84,166.83,166.97,3548093,IBM
2015-06-25,167.8,168.13,166.08,166.08,2408885,IBM
2015-06-26,166.23,166.81,165.23,165.46,8945985,IBM
2015-06-29,163.92,165.35,162.89,162.97,3314684,IBM
2015-06-30,163.99,164.0,162.12,162.66,3597288,IBM
2015-07-01,163.97,165.61,163.6,164.49,3214547,IBM
2015-07-02,165.05,165.32,164.42,165.09,2852696,IBM
2015-07-06,163.83,165.23,163.52,164.73,3079833,IBM
2015-07-07,164.94,165.35,162.23,165.0,3549861,IBM
2015-07-08,164.0,164.94,162.68,163.16,2776286,IBM
2015-07-09,165.34,165.51,163.7,163.85,4199708,IBM
2015-07-10,165.66,167.4,165.52,166.95,4538349,IBM
2015-07-13,167.93,169.89,167.52,169.38,4228963,IBM
2015-07-14,169.43,169.54,168.24,168.61,3025263,IBM
2015-07-15,168.48,169.27,168.0,168.53,1998004,IBM
2015-07-16,169.47,171.09,169.16,171.0,3529874,IBM
2015-07-17,170.33,172.52,170.1,172.51,4356404,IBM
2015-07-20,172.79,173.78,172.14,173.22,7377818,IBM
2015-07-21,164.34,166.35,162.02,163.07,13752277,IBM
2015-07-22,162.73,163.07,159.7,160.35,7181841,IBM
2015-07-23,160.27,162.75,159.83,161.73,5034246,IBM
2015-07-24,161.29,161.93,159.41,159.75,3778186,IBM
2015-07-27,159.0,160.18,158.6,159.07,3706240,IBM
2015-07-28,159.91,160.19,158.5,160.05,2721040,IBM
2015-07-29,160.0,161.5,159.39,161.09,3378396,IBM
2015-07-30,160.5,161.4,159.75,160.96,1994665,IBM
2015-07-31,161.4,162.06,160.63,161.99,3580226,IBM
2015-08-03,161.7,161.85,157.9,158.71,4615682,IBM
2015-08-04,158.4,158.82,156.87,157.6,5260575,IBM
2015-08-05,159.1,159.54,157.48,157.9,3472774,IBM
2015-08-06,157.13,157.54,156.18,156.32,3004796,IBM
2015-08-07,155.89,156.25,154.34,155.12,3794897,IBM
2015-08-10,156.77,157.47,156.12,156.75,4613391,IBM
2015-08-11,155.96,155.99,154.86,155.51,3167111,IBM
2015-08-12,154.26,156.52,153.95,156.16,3624852,IBM
2015-08-13,156.06,156.09,154.32,155.07,2533378,IBM
2015-08-14,155.0,156.21,154.58,155.75,3226434,IBM
2015-08-17,155.2,156.69,154.7,156.31,2249554,IBM
2015-08-18,155.51,156.52,155.25,156.01,2018337,IBM
2015-08-19,155.15,155.67,153.41,153.94,4206381,IBM
2015-08-20,152.74,153.91,152.5,152.66,3954331,IBM
2015-08-21,151.5,153.19,148.7,148.85,7318353,IBM
2015-08-24,143.47,147.76,142.32,143.47,10071564,IBM
2015-08-25,146.94,147.11,140.62,140.96,6890404,IBM
2015-08-26,144.09,146.98,142.14,146.7,6196543,IBM
2015-08-27,148.5,148.97,145.66,148.54,4766402,IBM
2015-08-28,147.75,148.2,147.18,147.98,4061118,IBM
2015-08-31,147.38,148.4,146.26,147.89,4081752,IBM
2015-09-01,144.91,144.98,141.85,142.68,5260853,IBM
2015-09-02,144.74,145.08,143.18,145.05,4246467,IBM
2015-09-03,146.05,148.03,145.77,146.78,3594136,IBM
2015-09-04,144.57,145.4,143.32,143.7,4188495,IBM
2015-09-08,145.86,147.34,145.66,147.23,3908922,IBM
2015-09-09,148.74,149.04,144.85,145.05,3383072,IBM
2015-09-10,145.85,147.16,144.51,146.2,3458815,IBM
2015-09-11,145.91,147.5,145.67,147.37,3107553,IBM
2015-09-14,147.37,147.37,145.41,145.65,3220004,IBM
2015-09-15,146.6,147.93,145.76,147.53,2713625,IBM
2015-09-16,147.84,148.89,147.54,148.41,2796403,IBM
2015-09-17,148.1,149.68,147.3,148.14,3953300,IBM
2015-09-18,146.05,146.38,143.98,144.51,7893516,IBM
2015-09-21,145.39,146.98,144.92,146.48,3809545,IBM
2015-09-22,144.62,145.06,143.77,144.43,3478491,IBM
2015-09-23,144.21,144.57,142.75,143.66,2670476,IBM
2015-09-24,142.6,145.07,141.95,144.41,3243108,IBM
2015-09-25,145.55,146.27,144.53,145.42,3457975,IBM
2015-09-28,144.42,145.38,142.47,142.52,4300722,IBM
2015-09-29,141.99,142.66,141.15,142.47,4741383,IBM
2015-09-30,143.69,145.71,143.66,144.97,3929503,IBM
2015-10-01,145.31,145.67,141.59,143.59,3848431,IBM
2015-10-02,141.05,144.59,140.56,144.58,3024005,IBM
2015-10-05,145.82,149.89,145.82,149.04,4997840,IBM
2015-10-06,149.06,150.15,148.49,148.78,2987752,IBM
2015-10-07,150.04,150.73,148.86,150.09,2984451,IBM
2015-10-08,149.69,153.02,149.29,152.28,4778652,IBM
2015-10-09,152.46,153.15,151.27,152.39,3437658,IBM
2015-10-12,152.4,152.58,150.85,151.14,3224572,IBM
2015-10-13,150.78,150.78,149.18,149.62,3866999,IBM
2015-10-14,149.6,150.65,149.02,150.01,3342956,IBM
